,HITId,chars,text,agr,cons,ext,open,stab
572,3KTZHH2ONIUFQQ506O62ZHP0Q1JM8F,Ross Geller,"<b>s02_e02_c07(0) for Ross Geller</b><br><br><b>Phoebe Buffay</b>: Ben, dinner!<br><br><b>Ross Geller</b>: Thanks Aunt Pheebs. Hey, you didn't microwave that, did you, because it's breast milk, and you're not supposed to do that.<br><br><b>Phoebe Buffay</b>: Duh, I think I know how to heat breast milk. Ok. (Squirts some on her wrist and tastes it.)<br><br><b>Chandler Bing</b>: What did you just do?<br><br><b>Phoebe Buffay</b>: I licked my arm, what?<br><br><b>Ross Geller</b>: It's breast milk.<br><br><b>Phoebe Buffay</b>: So?<br><br><b>Rachel Green</b>: Phoebe, that is juice, squeezed from a person.<br><br><b>Joey Tribbiani</b>: What is the big deal? (Tastes the breast milk.)<br><br><b>Chandler Bing</b>: What did you just do?<br><br>",0.0,1.0,1.0,0.0,0.0
573,3VW0145YLYR4A71JXS3TO7YE6UGJMZ,Phoebe,"<b>s04_e08_c08(1) for Phoebe</b><br><br><b>Kathy</b>: Hey. Listen, I want you to know how sorry I am...<br><br><b>Joey</b>: That's okay. Chandler's the one I'm mad at.<br><br><b>Kathy</b>: Well, I'm still sorry. Is he here?<br><br><b>Joey</b>: In the box.<br><br><b>Kathy</b>: (going over to the box) Chandler?<br><br><b>Phoebe</b>: Oh, he-he can't talk right now.<br><br><b>Kathy</b>: Why not? What's going on?<br><br><b>Phoebe</b>: He's just trying to show Joey how much he means to him.<br><br><b>Kathy</b>: By being in a box?<br><br><b>Rachel</b>: Joey, had reasons.<br><br><b>Phoebe</b>: They were threefold.<br><br>",0.0,1.0,1.0,1.0,1.0
574,3HXCEECSQM8U43V1YHUQ6W9BY7EZY7,Rachel Green,"<b>s01_e18_c07(0) for Rachel Green</b><br><br><b>Monica Geller</b>: Excuse me, where are you going?<br><br><b>Ross Geller</b>: Uh... to the bathroom.<br><br><b>Monica Geller</b>: Do you want to go to the bathroom, or do you wanna play poker?<br><br><b>Ross Geller</b>: I want to go to the bathroom. (exits)<br><br><b>Joey Tribbiani</b>: Alright, well, I'm gonna order a pizza. (gets up)<br><br><b>Rachel Green</b>: Oh no-no-no-no-no, I'm still waiting to hear from that job and the store closes at nine, so you can eat then.<br><br><b>Joey Tribbiani</b>: That's fine. I'll just have a Tic-Tac to hold me over.<br><br><b>Monica Geller</b>: Alright, Cincinnati, no blinds, everybody ante. (deals cards)<br><br><b>Phoebe Buffay</b>: (looks at her cards) Yes! (everyone looks at her) .... or no.<br><br>(Ross comes back from bathroom.)<br><br><b>Ross Geller</b>: Alright. (to Rachel): Your money's mine, Green.<br><br><b>Rachel Green</b>: Your fly is open, Geller. (he checks it, and zips up)<br><br>(Time lapse.)<br><br><b>Phoebe Buffay</b>: You guys, you know what I just realized? 'Joker' is 'poker' with a 'J.' Coincidence?<br><br><b>Chandler Bing</b>: Hey, that's... that's 'joincidence' with a 'C'!<br><br><b>Joey Tribbiani</b>: Uh... Phoebe? Phoebe?<br><br><b>Phoebe Buffay</b>: Yeah. Um... I'm out. (throws in cards)<br><br><b>Rachel Green</b>: I'm in.<br><br><b>Monica Geller</b>: Me too.<br><br><b>Joey Tribbiani</b>: Me too. Alright, whattaya got.<br><br><b>Ross Geller</b>: Well, you better hop outta the shower, cause... I gotta flush. (lays down cards)<br><br><b>Rachel Green</b>: Well, well, well, hop back in bucko, cause I got four sixes! (lays down cards) I won! I actually won! Oh my God! Y'know what? (collects chips) I think I'm gonna make a little Ross pile. (holds up a chip) I think that one was Ross's, and I thinkohthat one was Ross's. Yes! (Starts singing): Well, I have got your money, and you'll never see it...<br><br>(Ross stands up.)<br><br><b>Rachel Green</b>: And your fly's still open...<br><br>(Ross looks down.)<br><br><b>Rachel Green</b>: Ha, I made you look....<br><br>(Time lapse.)<br><br><b>Rachel Green</b>: I couldn't be inner. Monica?<br><br>",0.0,1.0,0.0,0.0,1.0
575,3JTPR5MTZSR1DKMVNEMJ8KN5ZOQ5KU,Monica,"<b>s03_e17_c01(0) for Monica</b><br><br><b>Joey</b>: Can I see the comics?<br><br><b>Chandler</b>: This is the New York Times.<br><br><b>Joey</b>: Okay, may I see the comics?<br><br>[Monica and Phoebe enter.]<br><br><b>Monica</b>: Guys. I thought you were taking Ross to the game?<br><br><b>Chandler</b>: We are. He's meeting us here.<br><br><b>Monica</b>: No! Rachel is meeting us here.<br><br>",1.0,0.0,0.0,0.0,1.0
576,3B286OTISEW386SU0PDOFG3ECIXJAV,Susan Bunch,"<b>s01_e23_c02(0) for Susan Bunch</b><br><br><b>Ross Geller</b>: (weakly) No.<br><br>(Carol's doctor, Dr. Franzblau arrives.)<br><br><b>Dr. Franzblau</b>: Hey, how's my favorite parenting team doing?<br><br><b>Ross Geller</b>: Dr. Franzblau, hi.<br><br><b>Dr. Franzblau</b>: So, I understand you're thinking of having a baby? Well, I see you're nine months pregnant. That's a good start. How you doing with your contractions?<br><br><b>Carol Willick</b>: Oh, I love them. Each one's like a little party in my uterus.<br><br><b>Susan Bunch</b>: They're every four minutes and last 55 seconds.<br><br><b>Ross Geller</b>: 59 seconds. (holds up his watch) Quartz, ha.<br><br><b>Susan Bunch</b>: Swiss quartz, ha, ha.<br><br><b>Carol Willick</b>: Am I allowed to drink anything?<br><br><b>Dr. Franzblau</b>: Ice chips, just ice chips. They're at the nurses' station.<br><br><b>Ross Geller</b>: I'll get it.<br><br><b>Susan Bunch</b>: No, I'm getting it. I'll be right back.<br><br>",0.0,0.0,0.0,0.0,1.0
577,3909MD9T2ZWQTHNAX4OPW11D435FE0,Phoebe Buffay,"<b>s02_e08_c09(0) for Phoebe Buffay</b><br><br><b>Chandler Bing</b>: My diary! My diary, that's brilliant. I should have told her it was my diary, she never would have made me read her my diary.<br><br><b>Monica Geller</b>: You know, that's true. You'd be a great person to have around the day after an emergency.<br><br><b>Phoebe Buffay</b>: I... I cannot believe Ross even made this list. What a dinkus.<br><br><b>Joey Tribbiani</b>: Hey, cut him some slack. It was Chandler's idea.<br><br><b>Phoebe Buffay</b>: What?<br><br><b>Monica Geller</b>: What?<br><br><b>Chandler Bing</b>: Oh good, I was hoping that would come up.<br><br><b>Monica Geller</b>: This was your idea?<br><br>",1.0,0.0,1.0,1.0,0.0
578,3WRAAIUSBJE43QXJHTSP6PBTNGCXAX,Phoebe Buffay,"<b>s01_e03_c07(0) for Phoebe Buffay</b><br><br><b>Phoebe Buffay</b>: Hey, Lizzie.<br><br><b>Lizzie</b>: Hey, Weird Girl.<br><br><b>Phoebe Buffay</b>: I brought you alphabet soup.<br><br><b>Lizzie</b>: Did you pick out the vowels?<br><br><b>Phoebe Buffay</b>: Yes. But I left in the Ys. 'Cause, y'know, ""sometimes y"". Uh, I also have something else for you. (She searches in her purse.)<br><br><b>Lizzie</b>: Saltines?<br><br><b>Phoebe Buffay</b>: No, but would you like a thousand dollars and a football phone?<br><br><b>Lizzie</b>: What? (She opens the envelope Phoebe has given her.) Oh my God, there's really money in here.<br><br><b>Phoebe Buffay</b>: I know.<br><br><b>Lizzie</b>: Weird Girl, what are you doing?<br><br><b>Phoebe Buffay</b>: No, I want you to have it. I don't want it.<br><br><b>Lizzie</b>: No, no, I ha-I have to give you something.<br><br><b>Phoebe Buffay</b>: Oh, that's fine, no.<br><br><b>Lizzie</b>: Would you like my tin-foil hat?<br><br>",1.0,1.0,1.0,1.0,1.0
579,35XW21VSVGTD3S2OKABSGVAC282LSE,Ross,"<b>s03_e02_c02(2) for Ross</b><br><br><b>Chandler</b>: Well, Joey, I wrote a little song today. It's called Get Up.<br><br><b>Joey</b>: All right! You can have the chair.<br><br><b>Chandler</b>: Really!<br><br><b>Joey</b>: Oh my, would you look at that! (holds up crossed fingers)<br><br><b>Phoebe</b>: (on machine) ""Hi, it's me, I'm coming over now. Hey, what if I'm already there when your playing this message?"" (to the guys) Is that too spooky?<br><br><b>Ross</b>: (on machine) ""Hi Rach, are you there? It's me, pick up. Rachel. Rach!""<br><br><b>Rachel</b>: (entering from her bedroom) What?!<br><br><b>Ross</b>: Nevermind.<br><br><b>Richard</b>: (on machine) ""Monica, it's Richard. Call me.""<br><br><b>Monica</b>: Is-is-is that message old or new? (yelling) Old or new?! Old or new?!<br><br><b>Ross</b>: It's old, it's definitely old. Didn't you hear the, the double beep?<br><br><b>Monica</b>: What if it's new? I mean, we agreed not to talk again, unless we had something really important to say. Shouldn't I call him back?<br><br><b>Chandler</b>: Honey, you did call him back. 'Cause, it's, it's really old.<br><br><b>Ross</b>: Yeah, see Mon, listen, listen. When Carol and I broke up, I went through the same thing. And you know what I did?<br><br><b>Monica</b>: Huh?<br><br><b>Ross</b>: I.....got.....dressed. Really, really quickly. Okay, okay. (Rachel starts to follow Monica into her room, but Ross stops her and sends her back to her room.) There we go, there we go.<br><br>",0.0,0.0,1.0,0.0,1.0
580,3EN4YVUOUC7F4J0NBZ52ZOECDYZXJW,Monica,"<b>s03_e11_c07(0) for Monica</b><br><br><b>Monica</b>: Are you insane? I mean Joey, is going to kill you, he's actually going to kill you dead.<br><br><b>Chandler</b>: Okay! You don't think I thought of that?<br><br><b>Phoebe</b>: How can you not know which one?<br><br><b>Rachel</b>: I mean that's unbelievable.<br><br><b>Monica</b>: I mean, was it Gina?<br><br><b>Ross</b>: Which one is Gina?<br><br><b>Rachel</b>: Dark, big hair, with the airplane earrings.<br><br><b>Monica</b>: No, no, no, that's Dina.<br><br><b>Chandler</b>: (to Monica) You see you can't tell which one is which either, dwha!!<br><br><b>Phoebe</b>: We didn't fool around with any of them. Dwha! Dwha!<br><br><b>Chandler</b>: Veronica. Look, it's got to be Veronica, the girl in the red skirt. I definitely stuck my tongue down her throat.<br><br><b>Monica</b>: That was me.<br><br><b>Chandler</b>: Look, when I've been drinking, sometimes I tend to get overly friendly, and I'm sorry.<br><br><b>Monica</b>: That's okay.<br><br>",1.0,1.0,1.0,1.0,0.0
581,3W3RSPVVGS6TI5US9F6SVWS0NAULUB,Monica Geller,"<b>s01_e22_c02(0) for Monica Geller</b><br><br><b>Chandler Bing</b>: Well, you know Phoebs. I don't know if it's your kinda thing, because it involves a lot of being normal. For a large portion of the day.<br><br><b>Phoebe Buffay</b>: I could do that.<br><br>(Ross's beeper goes off)<br><br><b>Rachel Green</b>: What are you playing with?<br><br><b>Ross Geller</b>: Oh, it's my new beeper.<br><br><b>Joey Tribbiani</b>: What the hell does a paleontologist need a beeper for?<br><br><b>Monica Geller</b>: Is it like for dinosaur emergencies. 'Help, come quick, they're still extinct.'<br><br><b>Ross Geller</b>: No, it's for when Carol goes into labor. She can get me wherever I am. I mean, all she has to do is to dial 55-JIMBO.<br><br><b>Chandler Bing</b>: A cool phone number, and a possible name for the kid.<br><br><b>Monica Geller</b>: All right, I'll see you guys later. (raises)<br><br><b>Rachel Green</b>: Off to see young Ethan?<br><br><b>Monica Geller</b>: Thank you.<br><br><b>Joey Tribbiani</b>: How young is young Ethan? Young?<br><br><b>Monica Geller</b>: He's... our age.<br><br><b>Chandler Bing</b>: When we were?<br><br><b>Monica Geller</b>: Okay, he's a senior in college.<br><br><b>Ross Geller</b>: College?<br><br><b>Chandler Bing</b>: Whoa! And this manchild has no problem with how old you are?<br><br><b>Monica Geller</b>: No, of course not. It's not even an issue. Cause I told him I was 22.<br><br>",0.0,0.0,1.0,1.0,1.0
582,3SA4EMRVJVH3T4XA30LFN6DDCVS0PM,Joey Tribbiani,"<b>s01_e06_c06(0) for Joey Tribbiani</b><br><br><b>Director</b>: (on phone)...Dammit, hire the girl! (He hangs up the phone.) Okay, everybody ready?<br><br><b>Joey Tribbiani</b>: Uh, listen, I just wanna thank you for this great opportunity.<br><br><b>Director</b>: Lose the robe.<br><br><b>Joey Tribbiani</b>: Me?<br><br><b>Director</b>: That would work.<br><br><b>Joey Tribbiani</b>: Right. Okay. Losing the robe. (He takes off the robe.) And the robe is lost.<br><br><b>Director</b>: Okay, everybody, we'd like to get this in one take, please. Let's roll it.. water's working (The shower starts).. and... action.<br><br>(Joey starts to the shower with a grim, determined look on his face.)<br><br><b>Director</b>: And cut. Hey, Butt Guy, what the hell are you doing?<br><br>",1.0,1.0,1.0,1.0,0.0
583,36JW4WBR06Z2DRECN5WVH4YQW67FH0,Rachel Green,"<b>s01_e07_c11(0) for Rachel Green</b><br><br><b>Rachel Green</b>: Hmmm... this is so nice.<br><br><b>Ross Geller</b>: OK, I have a question. Well, actually, it's not so much a question as.. more of a general wondering... ment.<br><br><b>Rachel Green</b>: OK.<br><br><b>Ross Geller</b>: OK. Here goes. For a while now, I've been wanting to, um....<br><br>",0.0,1.0,1.0,1.0,1.0
584,3RSBJ6YZEC5C580ZRIRL1DVR85BOFD,Joey Tribbiani,"<b>s02_e23_c03(0) for Joey Tribbiani</b><br><br><b>Chandler Bing</b>: Hey, look Joey, I'm just saying if you need something to hold you over, I can get you a job right here as an entry level processor.<br><br><b>Joey Tribbiani</b>: But don't you need experience for a job like that?<br><br><b>Chandler Bing</b>: It's not that hard to learn. And as for people realizing you have no idea what you're doing, hey, you're an actor. Act like a processor, people will think you're a processor.<br><br><b>Scott Alexander</b>: [enters] Hey Chandler, here's this morning's projections.<br><br><b>Chandler Bing</b>: Hey thanks. Scott Alexander, Joey Tribbianni. Joey is a uh, fellow processor.<br><br><b>Scott Alexander</b>: No kidding.<br><br><b>Joey Tribbiani</b>: Oh yeah yeah. I process. People want the processing, I'm the one they call.<br><br>",1.0,0.0,1.0,0.0,0.0
585,3TX9T2ZCB9GQFY01JGC2LZOVNU6WZN,Monica,"<b>s03_e09_c02(1) for Monica</b><br><br><b>Ross</b>: Oh yeah! Then how come you didn't get the Geller Cup?<br><br><b>Rachel</b>: Um, there was a Geller Cup?<br><br><b>Ross</b>: Yes, it was the trophy you got if you won the game. But our Dad said, 'nobody won that game, ' and he was sick of our fighting, so he took the trophy and.... (pauses to collect himself, as he is on the verge of tears saying this) threw it in the lake.<br><br><b>Chandler</b>: And was the curse lifted?<br><br><b>Ross</b>: Anyway. That's when our Mom said we were not to play football ever again.<br><br>",1.0,1.0,1.0,1.0,1.0
586,3UQVX1UPFSW71XW412A3RT5K1GT20K,Ross,"<b>s04_e24_c21(1) for Ross</b><br><br><b>Chandler</b>: Well, you couldn't have looked everywhere or else you would've found her!<br><br><b>Monica</b>: Yeah, I think you should keep looking!<br><br><b>Chandler</b>: Yeah, for about 30 minutes.<br><br><b>Monica</b>: Or 45.<br><br><b>Chandler</b>: Wow, in 45 minutes you can find her twice. (Monica smiles at that.)<br><br><b>Ross</b>: No! For all I know, she's trying to find me but couldn't because I kept moving around. No, from now on, I'm staying in one place. (He sits down on the bed.) Right here.<br><br><b>Monica</b>: Well, it's getting late.<br><br><b>Chandler</b>: Yeah, we're gonna go.<br><br><b>Ross</b>: Actually, do you guys mind staying here for a while?<br><br>",0.0,1.0,1.0,0.0,0.0
587,3HFWPF5AK9YWNOCZE47SK9GV249S35,Joey Tribbiani,"<b>s02_e05_c07(0) for Joey Tribbiani</b><br><br><b>Phoebe Buffay</b>: Oh! I can't believe it. I can't believe this. We're just like, sitting at home, trying to guess Joey's fingers, and you guys are out like partying and having fun, and you know, all, ""hey, Blowfish, suck on my neck"".<br><br><b>Ross Geller</b>: Look, don't blame us. You guys coulda been there, you know.<br><br><b>Rachel Green</b>: What, as part of your poor friends outreach program? (Monica's pager goes off)<br><br><b>Monica Geller</b>: It's work.<br><br><b>Chandler Bing</b>: I don't know what to say. I'm sorry that we make more money than you. But we're not gonna feel guilty about it. We work really hard for it.<br><br><b>Joey Tribbiani</b>: And we don't work hard?<br><br><b>Monica Geller</b>: (on phone) Yeah, hi, it's Monica. I just got a page.<br><br><b>Chandler Bing</b>: I'm just saying that sometimes we like to do stuff that costs a little more.<br><br><b>Joey Tribbiani</b>: And you feel like we hold you back.<br><br>",0.0,1.0,1.0,1.0,1.0
588,3B6F54KMR2R0DLYKR0T9WG1Y42Y1SP,Ross,"<b>s04_e23_c04(0) for Ross</b><br><br><b>Emily</b>: ...and that was all before 10 o'clock. The caterer rang and said it was going to be Chicken Kiev instead of Chicken Tarragon. And then the florist phoned to say there aren't any tulips. Oh, and the chilliest has carpel-tunel syndrome. We're not gonna be...<br><br><b>Ross</b>: Whoa-whoa-whoa! Emily, (Gives her the time-out signal.) honey, okay?<br><br><b>Emily</b>: Well, up yours too!<br><br><b>Ross</b>: What?!<br><br><b>Emily</b>: Oh, that's not what it means?<br><br><b>Ross</b>: No! No! That's-that's time-out!<br><br><b>Emily</b>: Sorry.<br><br><b>Ross</b>: Sweetie, you gotta relax. Everything's gonna be great, okay? Come on. Come on.<br><br><b>Monica</b>: Chicken Kiev?<br><br><b>Ross</b>: Um-hmm! Doesn't that sound delicious at the last minute?<br><br><b>Monica</b>: Yeah, y'know, but something like salmon which would be so much more elegant than the chicken. And, you wouldn't have to worry about the salmonella. (Ross pushes her.) But of course with salmon you'd have to worry about the chickenella... So, I can't wait to see this place you're getting married!<br><br><b>Ross</b>: Yeah. Yeah. Yes, this place is beautiful. Emily's parents got married here.<br><br><b>Emily</b>: I still can't believe they're tearing it down. It really is the most lovely building you'll ever see. I mean it's over... (She stops suddenly, when she sees that demolition has already started.) Oh my God!<br><br><b>Monica</b>: It's nice.<br><br><b>Emily</b>: Oh. Oh. (She starts running towards the building.)<br><br>[Cut to inside.]<br><br><b>Emily</b>: (running in, with Ross) Oh. Oh my God. How can this be happening? What are we going to do?<br><br><b>Ross</b>: It's all right! Everything's gonna be all right.<br><br>",1.0,0.0,0.0,0.0,0.0
589,3LEG2HW4UF2YY1BU4KTOU0SO7IIF21,Phoebe,"<b>s04_e13_c03(1) for Phoebe</b><br><br><b>Chandler</b>: All right, look, look, what am I gonna do?<br><br><b>Joey</b>: Chandler, look they're actors. They're there to do a job, just 'cause they work together, doesn't mean they're gonna get together. I mean just 'cause it happened with Susan Sarandon and Tim Robbins, it doesn't mean it's gonna happen with them.<br><br><b>Ross</b>: Oh-oh, Alec Baldwin and Kim Basinger.<br><br><b>Joey</b>: Tom Cruise and Nicole Kidman.<br><br><b>Ross</b>: Yeah.<br><br><b>Phoebe</b>: Hey, Mel Gibson and Clint Eastwood.<br><br><b>Ross</b>: They're not a couple!<br><br><b>Phoebe</b>: Oh-okay, I get the game now.<br><br>",1.0,1.0,1.0,1.0,1.0
590,3PZDSVZ3J5WKP73Y6MVPVKYVTNZN4B,Phoebe Sr.,"<b>s03_e25_c04(0) for Phoebe Sr.</b><br><br><b>Phoebe Sr.</b>: Well, yes, it's kind've an unusual house. It has umm, three beautiful bedrooms and ah, no baths. But y'know, the ocean is right there.<br><br><b>Phoebe</b>: (at the door) Knock, knock, knock.<br><br><b>Phoebe Sr.</b>: (on phone) Ah, oh, hang on a second. (to Phoebe) Come in, come in. (on phone) All right, so think about it, and call me back. (hangs up)<br><br><b>Phoebe</b>: (entering) Are you ah, Phoebe Abott?<br><br><b>Phoebe Sr.</b>: Ahh, yes.<br><br><b>Phoebe</b>: Hi Phoebe Abott, I'm your best friends daughter!<br><br><b>Phoebe Sr.</b>: You're Erwin's daughter?!<br><br><b>Phoebe</b>: No, I-I mean your-your old best friend, here. (hands her the picture) Lily, from high school. Remember?<br><br><b>Phoebe Sr.</b>: Oh gosh, Lily, yes. Of course I remember Lily. I... Then you must be?<br><br><b>Phoebe</b>: (points to herself) Phoebe. (points to her) Phoebe. Phoebe, yeah. She named me after you I guess.<br><br><b>Phoebe Sr.</b>: Uh-huh. Wow! Well, look! There's Frank. (points to the picture.)<br><br><b>Phoebe</b>: Yes!! Yes! Yes! Yes!! That's my Dad, that's Frank! Yeah! I'm sorry I'm getting all flingy.<br><br><b>Phoebe Sr.</b>: Take it easy--if you want, there's cookies on the counter, or, or--sangria! (jumps up) I can make sangria!<br><br><b>Phoebe</b>: No-no, sorry. Cookies are good, thanks.<br><br><b>Phoebe Sr.</b>: Oh.<br><br><b>Phoebe</b>: (goes and gets some cookies) Well, so, umm, anyway umm, I've been, I've been looking for my Father, and umm, have you heard from him, or seen him?<br><br><b>Phoebe Sr.</b>: Oh no, I-I'm sorry, I guess we lost track of everybody after high school.<br><br>",1.0,1.0,1.0,1.0,1.0
591,3R4QIDVOJPRYN3NE2T4JEJGDSKTEEK,Mrs. Lynch,"<b>s04_e09_c13(0) for Mrs. Lynch</b><br><br><b>Rachel</b>: Oh, hi Mrs. Lynch! Is Joanna in already?<br><br><b>Mrs. Lynch</b>: Oh my goodness! You haven't heard!<br><br><b>Rachel</b>: Heard what?<br><br><b>Mrs. Lynch</b>: Joanna passed away last night.<br><br><b>Rachel</b>: Oh my God! How?!<br><br><b>Mrs. Lynch</b>: Well, she was leaving work and she was hit by a cab.<br><br><b>Rachel</b>: Oh my God! Oh, I cannot believe it!<br><br><b>Mrs. Lynch</b>: I know!<br><br><b>Rachel</b>: Oh, God. Oh, God. (gets worried) Oh God.<br><br><b>Mrs. Lynch</b>: I didn't realize that she was so close.<br><br><b>Rachel</b>: Yes, so close. Mrs. Lynch, I know that this is an emotional and difficult time, for all of us. But by any chance did Joanna send any paperwork your way before... it happened.<br><br><b>Mrs. Lynch</b>: No. Nothing. Imagine, if she had just stepped off that curb a few seconds later.<br><br>",1.0,0.0,1.0,1.0,1.0
592,3LN3BXKGC0AQOH5WTOOD0S8PC4DGWJ,Emily,"<b>s04_e15_c03(0) for Emily</b><br><br><b>Emily</b>: I can't believe you really walk alone here! I mean, you hear such stories about New York.<br><br><b>Ross</b>: No, it's really not that bad. I mean, I-I for one, feel perfectly safe.<br><br>(At that moment two very large men start screaming and running towards Emily and picking her up.)<br><br><b>Ross</b>: Help! Help!! Help! Help!!<br><br><b>Emily</b>: No, no, no Ross! Ross, these are friends of mine from home. (Introducing them) Liam, Devon, this is Ross.<br><br><b>Devon</b>: Hey, mate.<br><br><b>Liam</b>: How are ya man?<br><br><b>Ross</b>: Oh hey, that was a good one, huh? (Imitating himself) Help! Help!<br><br><b>Emily</b>: So how are you? I've been meaning to ring you ever since I arrived but umm, well, I've been rather busy.<br><br><b>Devon</b>: Do you realise that we have not seen each other since the night of that U2 concert?<br><br><b>Emily</b>: Oh my God. I think you're right.<br><br><b>Liam</b>: (puts his arm around her) Well, actually the last time you and I saw each other was that morning.<br><br><b>Emily</b>: Oh, Liam. (Ross laughs and takes her back.)<br><br><b>Ross</b>: Oh, Liam. So uh, what, were you guys playing soccer or something-or should I call it (In an English accent) football?<br><br><b>Devon</b>: We were playing rugby.<br><br><b>Liam</b>: In fact we're playing a game at the park tomorrow. You're welcome to play too if you want.<br><br><b>Emily</b>: (laughs) Ross play rugby? I don't think so.<br><br><b>Ross</b>: What's ah, what's so funny about that?<br><br>",0.0,0.0,1.0,0.0,1.0
593,3T2HW4QDUVM2V9CJYRI2WHFZGTX9C9,Richard,"<b>s02_e23_c12(0) for Richard</b><br><br><b>Richard</b>: Monica, wake up. Monica.<br><br><b>Monica Geller</b>: What's up?<br><br><b>Richard</b>: I thought of a thing.<br><br><b>Monica Geller</b>: Yeah?<br><br><b>Richard</b>: Yeah. I have to sleep, have to, on this side of the bed.<br><br><b>Monica Geller</b>: No honey. You have to sleep on this side of the bed because I have to sleep on this side of the bed.<br><br><b>Richard</b>: Or so I would have you believe.<br><br><b>Monica Geller</b>: No. Big deal, so you have a side of the bed, everybody has a side of the bed.<br><br>",0.0,0.0,1.0,0.0,0.0
594,3MWOYZD5WV3OT0DGP6AY9I40AE0ONN,Ross,"<b>s04_e09_c04(0) for Ross</b><br><br><b>Chandler</b>: It's not gonna be exactly like last time.<br><br><b>Joey</b>: All right, I'll see you guys.<br><br><b>Chandler, Ross</b>: Whoa-whoa-whoa!<br><br><b>Chandler</b>: Whoa-wh-wh-whoa-whoa-whoa-whoa!<br><br><b>Joey</b>: I have an audition, but I'll definitely hook up with you later. Where are you gonna be around noon?<br><br><b>Ross</b>: Somewhere maybe along the equator?<br><br><b>Joey</b>: Okay. (leaves as the phone rings)<br><br>",1.0,1.0,0.0,1.0,1.0
595,30ZKOOGW2WLWDPCQA07IBG7SI1Y1AA,Phoebe Buffay,"<b>s01_e10_c05(0) for Phoebe Buffay</b><br><br><b>Ross Geller</b>: What, uh... what juggling thing?<br><br><b>Chandler Bing</b>: With the balled-up socks? I figured you taught him that.<br><br><b>Ross Geller</b>: No.<br><br><b>Chandler Bing</b>: Y'know, it wasn't that big a deal. He just balled up socks... and a melon...<br><br>(Max runs in)<br><br><b>Max</b>: Phoebe. Hi.<br><br><b>Phoebe Buffay</b>: Oh, hi Max! Hey, do you know everybody?<br><br><b>Max</b>: No. Have you seen David?<br><br><b>Phoebe Buffay</b>: No, no, he hasn't been around.<br><br><b>Max</b>: Well, if you see him, tell him to pack his bags. We are going to Minsk.<br><br><b>Phoebe Buffay</b>: Minsk?<br><br>",1.0,1.0,1.0,1.0,1.0
596,3X878VYTIEX5K280AWAJQR9WI3B7FQ,Monica Geller,"<b>s01_e08_c02(0) for Monica Geller</b><br><br><b>Chandler Bing</b>: Well, this is fascinating. So, uh, what is it about me?<br><br><b>Phoebe Buffay</b>: I dunno, 'cause you're smart, you're funny...<br><br><b>Chandler Bing</b>: Ross is smart and funny, d'you ever think that about him?<br><br><b>All</b>: Yeah! Right!<br><br><b>Chandler Bing</b>: WHAT IS IT?!<br><br><b>Monica Geller</b>: Okay, I-I d'know, you-you just- you have a quality.<br><br><b>All</b>: Yes. Absolutely. A quality.<br><br><b>Chandler Bing</b>: Oh, oh, a quality, good, because I was worried you guys were gonna be vague about this.<br><br>(Phone rings; Monica gets it)<br><br>",1.0,0.0,1.0,1.0,0.0
597,3M47JKRKCXGD1NK8J8ZLALSE0J768S,Phoebe,"<b>s04_e03_c14(0) for Phoebe</b><br><br><b>Monica</b>: Well?<br><br><b>Phoebe</b>: They're not even touching the lasagna!<br><br><b>Monica</b>: Really?!<br><br><b>Phoebe</b>: Oh, they love your casserole.<br><br><b>Monica</b>: Yes!!<br><br><b>Phoebe</b>: It's hard to believe that just a little while ago this was nothing but ingredients.<br><br>",1.0,1.0,1.0,1.0,0.0
