HITId,Input.characters,Input.texts,Answer.agreeable,Answer.conscientious,Answer.extraverted,Answer.open,Answer.stable
3X0EMNLXEP4JM5YQ6X948Z3364VVPP,Phoebe Buffay,"<b>s02_e24_c05(0) for Phoebe Buffay</b><br><br><b>Joey Tribbiani</b>: Aww, Rach, I think you look cute (kisses her on the cheek, then looks at Ross) And you, uh, you, you I could eat with a spoon (goes to kiss him).<br><br><b>Ross Geller</b>: Get away from me I said no!<br><br><b>Monica Geller</b>: (entering) Richard buzzed. He's waiting downstairs.<br><br><b>Joey Tribbiani</b>: Oh, Richard's here. I should run down say bye to him (runs out)<br><br><b>All</b>: Bye.<br><br><b>Phoebe Buffay</b>: Bye, good luck. (Rachel, Ross, and Monica exit)<br><br><b>Phoebe Buffay</b>: So how's your date with your cyberchick going. Ooh, hey, what is all that (points at the computer screen).<br><br><b>Chandler Bing</b>: Oh, it's a website, it's the, uh, the Guggenheim (sp?, I'm not an art guy) museum. See, she likes art, and I like funny words.<br><br><b>Phoebe Buffay</b>: What does she mean by HH?<br><br><b>Chandler Bing</b>: (shyly) It means we're holding hands.<br><br><b>Phoebe Buffay</b>: Are you the cutest?<br><br><b>Chandler Bing</b>: I'm afraid I might just be.<br><br><b>Phoebe Buffay</b>: You know, what I think is so great that you are totally into this person and yet for all you know she could be like 90 years old, or have two heads, or. It could be a guy.<br><br><b>Chandler Bing</b>: Okay, it's not a guy, all right, I know her.<br><br><b>Phoebe Buffay</b>: It could be like a big giant guy.<br><br><b>Joey Tribbiani</b>: (entering) Man, I got this close to him (holds up his fingers) and Monica kneed me in the back. What's going on?<br><br><b>Phoebe Buffay</b>: We were just wondering if Chandler's girlfriend is a girl.<br><br><b>Joey Tribbiani</b>: Oh, well. Just ask her how long she's gonna live. Women live longer than men.<br><br><b>Chandler Bing</b>: How do you not fall down more?<br><br>",-1.0,0.0,1.0,0.0,0.0
3X0EMNLXEP4JM5YQ6X948Z3364VVPP,Phoebe Buffay,"<b>s02_e24_c05(0) for Phoebe Buffay</b><br><br><b>Joey Tribbiani</b>: Aww, Rach, I think you look cute (kisses her on the cheek, then looks at Ross) And you, uh, you, you I could eat with a spoon (goes to kiss him).<br><br><b>Ross Geller</b>: Get away from me I said no!<br><br><b>Monica Geller</b>: (entering) Richard buzzed. He's waiting downstairs.<br><br><b>Joey Tribbiani</b>: Oh, Richard's here. I should run down say bye to him (runs out)<br><br><b>All</b>: Bye.<br><br><b>Phoebe Buffay</b>: Bye, good luck. (Rachel, Ross, and Monica exit)<br><br><b>Phoebe Buffay</b>: So how's your date with your cyberchick going. Ooh, hey, what is all that (points at the computer screen).<br><br><b>Chandler Bing</b>: Oh, it's a website, it's the, uh, the Guggenheim (sp?, I'm not an art guy) museum. See, she likes art, and I like funny words.<br><br><b>Phoebe Buffay</b>: What does she mean by HH?<br><br><b>Chandler Bing</b>: (shyly) It means we're holding hands.<br><br><b>Phoebe Buffay</b>: Are you the cutest?<br><br><b>Chandler Bing</b>: I'm afraid I might just be.<br><br><b>Phoebe Buffay</b>: You know, what I think is so great that you are totally into this person and yet for all you know she could be like 90 years old, or have two heads, or. It could be a guy.<br><br><b>Chandler Bing</b>: Okay, it's not a guy, all right, I know her.<br><br><b>Phoebe Buffay</b>: It could be like a big giant guy.<br><br><b>Joey Tribbiani</b>: (entering) Man, I got this close to him (holds up his fingers) and Monica kneed me in the back. What's going on?<br><br><b>Phoebe Buffay</b>: We were just wondering if Chandler's girlfriend is a girl.<br><br><b>Joey Tribbiani</b>: Oh, well. Just ask her how long she's gonna live. Women live longer than men.<br><br><b>Chandler Bing</b>: How do you not fall down more?<br><br>",1.0,1.0,1.0,1.0,0.0
3M0556243SZUNN0NQ3R8MOVMID9NF0,Rachel,"<b>s03_e01_c06(0) for Rachel</b><br><br><b>Phoebe</b>: Yeah, oh, Princess Leia and the gold bikini, every guy our age loved that.<br><br><b>Rachel</b>: Really!<br><br><b>Phoebe</b>: Um, um. It's huge. Yeah, that's the moment, when-when, you know she stopped being a princess, and became, like, a woman, you know.<br><br><b>Rachel</b>: Did you ever do the-the Leia thing?<br><br><b>Phoebe</b>: Oh, yeah, um-mm. Oh!<br><br><b>Rachel</b>: Really! That-that great huh?<br><br><b>Phoebe</b>: No it's just that I got this new pager and I have it on vibrate. See ya!<br><br><b>Ross</b>: (entering with Monica in tow) Hey!<br><br><b>Rachel</b>: Hi you guys!<br><br><b>Ross</b>: Look who I found standing outside of the Szechwan Dragon staring at a parking meter.<br><br><b>Rachel</b>: Mon. Hi!<br><br><b>Monica</b>: Hi.<br><br><b>Rachel</b>: Why aren't you at work?<br><br><b>Monica</b>: Oh, they-they sent me home.<br><br><b>Rachel</b>: Why?<br><br><b>Monica</b>: Because I don't work at the Szechwan Dragon.<br><br><b>Ross</b>: Okay.<br><br><b>Rachel</b>: You really, really need to get some sleep, honey.<br><br><b>Monica</b>: I know I do.<br><br><b>Ross</b>: Hi.<br><br><b>Rachel</b>: Hi.<br><br>",0.0,0.0,0.0,0.0,1.0
3M0556243SZUNN0NQ3R8MOVMID9NF0,Rachel,"<b>s03_e01_c06(0) for Rachel</b><br><br><b>Phoebe</b>: Yeah, oh, Princess Leia and the gold bikini, every guy our age loved that.<br><br><b>Rachel</b>: Really!<br><br><b>Phoebe</b>: Um, um. It's huge. Yeah, that's the moment, when-when, you know she stopped being a princess, and became, like, a woman, you know.<br><br><b>Rachel</b>: Did you ever do the-the Leia thing?<br><br><b>Phoebe</b>: Oh, yeah, um-mm. Oh!<br><br><b>Rachel</b>: Really! That-that great huh?<br><br><b>Phoebe</b>: No it's just that I got this new pager and I have it on vibrate. See ya!<br><br><b>Ross</b>: (entering with Monica in tow) Hey!<br><br><b>Rachel</b>: Hi you guys!<br><br><b>Ross</b>: Look who I found standing outside of the Szechwan Dragon staring at a parking meter.<br><br><b>Rachel</b>: Mon. Hi!<br><br><b>Monica</b>: Hi.<br><br><b>Rachel</b>: Why aren't you at work?<br><br><b>Monica</b>: Oh, they-they sent me home.<br><br><b>Rachel</b>: Why?<br><br><b>Monica</b>: Because I don't work at the Szechwan Dragon.<br><br><b>Ross</b>: Okay.<br><br><b>Rachel</b>: You really, really need to get some sleep, honey.<br><br><b>Monica</b>: I know I do.<br><br><b>Ross</b>: Hi.<br><br><b>Rachel</b>: Hi.<br><br>",1.0,0.0,0.0,1.0,1.0
3M0556243SZUNN0NQ3R8MOVMID9NF0,Rachel,"<b>s03_e01_c06(0) for Rachel</b><br><br><b>Phoebe</b>: Yeah, oh, Princess Leia and the gold bikini, every guy our age loved that.<br><br><b>Rachel</b>: Really!<br><br><b>Phoebe</b>: Um, um. It's huge. Yeah, that's the moment, when-when, you know she stopped being a princess, and became, like, a woman, you know.<br><br><b>Rachel</b>: Did you ever do the-the Leia thing?<br><br><b>Phoebe</b>: Oh, yeah, um-mm. Oh!<br><br><b>Rachel</b>: Really! That-that great huh?<br><br><b>Phoebe</b>: No it's just that I got this new pager and I have it on vibrate. See ya!<br><br><b>Ross</b>: (entering with Monica in tow) Hey!<br><br><b>Rachel</b>: Hi you guys!<br><br><b>Ross</b>: Look who I found standing outside of the Szechwan Dragon staring at a parking meter.<br><br><b>Rachel</b>: Mon. Hi!<br><br><b>Monica</b>: Hi.<br><br><b>Rachel</b>: Why aren't you at work?<br><br><b>Monica</b>: Oh, they-they sent me home.<br><br><b>Rachel</b>: Why?<br><br><b>Monica</b>: Because I don't work at the Szechwan Dragon.<br><br><b>Ross</b>: Okay.<br><br><b>Rachel</b>: You really, really need to get some sleep, honey.<br><br><b>Monica</b>: I know I do.<br><br><b>Ross</b>: Hi.<br><br><b>Rachel</b>: Hi.<br><br>",0.0,1.0,0.0,1.0,1.0
3ZRKL6Z1E8IXH0ON9JEC33546RHSGG,Chandler,"<b>s03_e01_c11(0) for Chandler</b><br><br><b>Monica</b>: (crying) So, I went down to the post office, and it turns out it was those videos that I ordered for Richard about the Civil War. He loved the Civil War.<br><br><b>Phoebe</b>: Monica, do you want us to take you home?<br><br><b>Monica</b>: Uh, huh. (to Ross) Or maybe to a galaxy far, far away. (Rachel, Monica, and Phoebe leave)<br><br><b>Ross</b>: Women tell each other everything. Did you know that?<br><br><b>Chandler</b>: Umm, yeah.<br><br><b>Ross</b>: No Chandler, everything! Like stuff you like, stuff she likes, technique, stamina, girth....<br><br><b>Chandler</b>: Girth? Why, why, why, wh-why, why, why, why would they do this?<br><br><b>Ross</b>: Rachel says sharing's great and supposedly, you know, we outta be doing it. Do you wanna?<br><br><b>Chandler</b>: We're not gonna talk about girth are we?<br><br><b>Ross</b>: Nooo!<br><br><b>Chandler</b>: Yeah, okay.<br><br><b>Ross</b>: Yeah?<br><br><b>Chandler</b>: Yeah! All right! You go first.<br><br><b>Ross</b>: Okay, okay, I'll go first.<br><br><b>Chandler</b>: Okay.<br><br><b>Ross</b>: So, uh, the other night Rachel and I are in bed talking about fantasies, and I happened to describe a particular Star Wars thing....<br><br><b>Chandler</b>: Princess Leia in the gold bikini.<br><br><b>Ross</b>: Yes!<br><br><b>Chandler</b>: I know!<br><br><b>Ross</b>: Yes! Wow, well, that-that was easy. Okay, you-you go.<br><br><b>Chandler</b>: Okay.<br><br><b>Ross</b>: Okay.<br><br><b>Chandler</b>: Okay, you know, you know when your in bed, with a woman.<br><br><b>Ross</b>: Hmph.<br><br><b>Chandler</b>: And, ah, you know, your fooling around with her. And you get all these like, mental images in your brain, you know, like Elle MacPherson, or that girl at the Xerox place....<br><br>",1.0,0.0,1.0,0.0,0.0
3ZRKL6Z1E8IXH0ON9JEC33546RHSGG,Chandler,"<b>s03_e01_c11(0) for Chandler</b><br><br><b>Monica</b>: (crying) So, I went down to the post office, and it turns out it was those videos that I ordered for Richard about the Civil War. He loved the Civil War.<br><br><b>Phoebe</b>: Monica, do you want us to take you home?<br><br><b>Monica</b>: Uh, huh. (to Ross) Or maybe to a galaxy far, far away. (Rachel, Monica, and Phoebe leave)<br><br><b>Ross</b>: Women tell each other everything. Did you know that?<br><br><b>Chandler</b>: Umm, yeah.<br><br><b>Ross</b>: No Chandler, everything! Like stuff you like, stuff she likes, technique, stamina, girth....<br><br><b>Chandler</b>: Girth? Why, why, why, wh-why, why, why, why would they do this?<br><br><b>Ross</b>: Rachel says sharing's great and supposedly, you know, we outta be doing it. Do you wanna?<br><br><b>Chandler</b>: We're not gonna talk about girth are we?<br><br><b>Ross</b>: Nooo!<br><br><b>Chandler</b>: Yeah, okay.<br><br><b>Ross</b>: Yeah?<br><br><b>Chandler</b>: Yeah! All right! You go first.<br><br><b>Ross</b>: Okay, okay, I'll go first.<br><br><b>Chandler</b>: Okay.<br><br><b>Ross</b>: So, uh, the other night Rachel and I are in bed talking about fantasies, and I happened to describe a particular Star Wars thing....<br><br><b>Chandler</b>: Princess Leia in the gold bikini.<br><br><b>Ross</b>: Yes!<br><br><b>Chandler</b>: I know!<br><br><b>Ross</b>: Yes! Wow, well, that-that was easy. Okay, you-you go.<br><br><b>Chandler</b>: Okay.<br><br><b>Ross</b>: Okay.<br><br><b>Chandler</b>: Okay, you know, you know when your in bed, with a woman.<br><br><b>Ross</b>: Hmph.<br><br><b>Chandler</b>: And, ah, you know, your fooling around with her. And you get all these like, mental images in your brain, you know, like Elle MacPherson, or that girl at the Xerox place....<br><br>",-1.0,-1.0,1.0,0.0,1.0
3ZRKL6Z1E8IXH0ON9JEC33546RHSGG,Chandler,"<b>s03_e01_c11(0) for Chandler</b><br><br><b>Monica</b>: (crying) So, I went down to the post office, and it turns out it was those videos that I ordered for Richard about the Civil War. He loved the Civil War.<br><br><b>Phoebe</b>: Monica, do you want us to take you home?<br><br><b>Monica</b>: Uh, huh. (to Ross) Or maybe to a galaxy far, far away. (Rachel, Monica, and Phoebe leave)<br><br><b>Ross</b>: Women tell each other everything. Did you know that?<br><br><b>Chandler</b>: Umm, yeah.<br><br><b>Ross</b>: No Chandler, everything! Like stuff you like, stuff she likes, technique, stamina, girth....<br><br><b>Chandler</b>: Girth? Why, why, why, wh-why, why, why, why would they do this?<br><br><b>Ross</b>: Rachel says sharing's great and supposedly, you know, we outta be doing it. Do you wanna?<br><br><b>Chandler</b>: We're not gonna talk about girth are we?<br><br><b>Ross</b>: Nooo!<br><br><b>Chandler</b>: Yeah, okay.<br><br><b>Ross</b>: Yeah?<br><br><b>Chandler</b>: Yeah! All right! You go first.<br><br><b>Ross</b>: Okay, okay, I'll go first.<br><br><b>Chandler</b>: Okay.<br><br><b>Ross</b>: So, uh, the other night Rachel and I are in bed talking about fantasies, and I happened to describe a particular Star Wars thing....<br><br><b>Chandler</b>: Princess Leia in the gold bikini.<br><br><b>Ross</b>: Yes!<br><br><b>Chandler</b>: I know!<br><br><b>Ross</b>: Yes! Wow, well, that-that was easy. Okay, you-you go.<br><br><b>Chandler</b>: Okay.<br><br><b>Ross</b>: Okay.<br><br><b>Chandler</b>: Okay, you know, you know when your in bed, with a woman.<br><br><b>Ross</b>: Hmph.<br><br><b>Chandler</b>: And, ah, you know, your fooling around with her. And you get all these like, mental images in your brain, you know, like Elle MacPherson, or that girl at the Xerox place....<br><br>",1.0,1.0,0.0,0.0,1.0
3IH9TRB0FBEBJ7VOMOZVSEVBV4WI1E,Ross,"<b>s03_e01_c11(0) for Ross</b><br><br><b>Monica</b>: (crying) So, I went down to the post office, and it turns out it was those videos that I ordered for Richard about the Civil War. He loved the Civil War.<br><br><b>Phoebe</b>: Monica, do you want us to take you home?<br><br><b>Monica</b>: Uh, huh. (to Ross) Or maybe to a galaxy far, far away. (Rachel, Monica, and Phoebe leave)<br><br><b>Ross</b>: Women tell each other everything. Did you know that?<br><br><b>Chandler</b>: Umm, yeah.<br><br><b>Ross</b>: No Chandler, everything! Like stuff you like, stuff she likes, technique, stamina, girth....<br><br><b>Chandler</b>: Girth? Why, why, why, wh-why, why, why, why would they do this?<br><br><b>Ross</b>: Rachel says sharing's great and supposedly, you know, we outta be doing it. Do you wanna?<br><br><b>Chandler</b>: We're not gonna talk about girth are we?<br><br><b>Ross</b>: Nooo!<br><br><b>Chandler</b>: Yeah, okay.<br><br><b>Ross</b>: Yeah?<br><br><b>Chandler</b>: Yeah! All right! You go first.<br><br><b>Ross</b>: Okay, okay, I'll go first.<br><br><b>Chandler</b>: Okay.<br><br><b>Ross</b>: So, uh, the other night Rachel and I are in bed talking about fantasies, and I happened to describe a particular Star Wars thing....<br><br><b>Chandler</b>: Princess Leia in the gold bikini.<br><br><b>Ross</b>: Yes!<br><br><b>Chandler</b>: I know!<br><br><b>Ross</b>: Yes! Wow, well, that-that was easy. Okay, you-you go.<br><br><b>Chandler</b>: Okay.<br><br><b>Ross</b>: Okay.<br><br><b>Chandler</b>: Okay, you know, you know when your in bed, with a woman.<br><br><b>Ross</b>: Hmph.<br><br><b>Chandler</b>: And, ah, you know, your fooling around with her. And you get all these like, mental images in your brain, you know, like Elle MacPherson, or that girl at the Xerox place....<br><br>",1.0,-1.0,1.0,0.0,0.0
3IH9TRB0FBEBJ7VOMOZVSEVBV4WI1E,Ross,"<b>s03_e01_c11(0) for Ross</b><br><br><b>Monica</b>: (crying) So, I went down to the post office, and it turns out it was those videos that I ordered for Richard about the Civil War. He loved the Civil War.<br><br><b>Phoebe</b>: Monica, do you want us to take you home?<br><br><b>Monica</b>: Uh, huh. (to Ross) Or maybe to a galaxy far, far away. (Rachel, Monica, and Phoebe leave)<br><br><b>Ross</b>: Women tell each other everything. Did you know that?<br><br><b>Chandler</b>: Umm, yeah.<br><br><b>Ross</b>: No Chandler, everything! Like stuff you like, stuff she likes, technique, stamina, girth....<br><br><b>Chandler</b>: Girth? Why, why, why, wh-why, why, why, why would they do this?<br><br><b>Ross</b>: Rachel says sharing's great and supposedly, you know, we outta be doing it. Do you wanna?<br><br><b>Chandler</b>: We're not gonna talk about girth are we?<br><br><b>Ross</b>: Nooo!<br><br><b>Chandler</b>: Yeah, okay.<br><br><b>Ross</b>: Yeah?<br><br><b>Chandler</b>: Yeah! All right! You go first.<br><br><b>Ross</b>: Okay, okay, I'll go first.<br><br><b>Chandler</b>: Okay.<br><br><b>Ross</b>: So, uh, the other night Rachel and I are in bed talking about fantasies, and I happened to describe a particular Star Wars thing....<br><br><b>Chandler</b>: Princess Leia in the gold bikini.<br><br><b>Ross</b>: Yes!<br><br><b>Chandler</b>: I know!<br><br><b>Ross</b>: Yes! Wow, well, that-that was easy. Okay, you-you go.<br><br><b>Chandler</b>: Okay.<br><br><b>Ross</b>: Okay.<br><br><b>Chandler</b>: Okay, you know, you know when your in bed, with a woman.<br><br><b>Ross</b>: Hmph.<br><br><b>Chandler</b>: And, ah, you know, your fooling around with her. And you get all these like, mental images in your brain, you know, like Elle MacPherson, or that girl at the Xerox place....<br><br>",1.0,0.0,0.0,0.0,1.0
3IH9TRB0FBEBJ7VOMOZVSEVBV4WI1E,Ross,"<b>s03_e01_c11(0) for Ross</b><br><br><b>Monica</b>: (crying) So, I went down to the post office, and it turns out it was those videos that I ordered for Richard about the Civil War. He loved the Civil War.<br><br><b>Phoebe</b>: Monica, do you want us to take you home?<br><br><b>Monica</b>: Uh, huh. (to Ross) Or maybe to a galaxy far, far away. (Rachel, Monica, and Phoebe leave)<br><br><b>Ross</b>: Women tell each other everything. Did you know that?<br><br><b>Chandler</b>: Umm, yeah.<br><br><b>Ross</b>: No Chandler, everything! Like stuff you like, stuff she likes, technique, stamina, girth....<br><br><b>Chandler</b>: Girth? Why, why, why, wh-why, why, why, why would they do this?<br><br><b>Ross</b>: Rachel says sharing's great and supposedly, you know, we outta be doing it. Do you wanna?<br><br><b>Chandler</b>: We're not gonna talk about girth are we?<br><br><b>Ross</b>: Nooo!<br><br><b>Chandler</b>: Yeah, okay.<br><br><b>Ross</b>: Yeah?<br><br><b>Chandler</b>: Yeah! All right! You go first.<br><br><b>Ross</b>: Okay, okay, I'll go first.<br><br><b>Chandler</b>: Okay.<br><br><b>Ross</b>: So, uh, the other night Rachel and I are in bed talking about fantasies, and I happened to describe a particular Star Wars thing....<br><br><b>Chandler</b>: Princess Leia in the gold bikini.<br><br><b>Ross</b>: Yes!<br><br><b>Chandler</b>: I know!<br><br><b>Ross</b>: Yes! Wow, well, that-that was easy. Okay, you-you go.<br><br><b>Chandler</b>: Okay.<br><br><b>Ross</b>: Okay.<br><br><b>Chandler</b>: Okay, you know, you know when your in bed, with a woman.<br><br><b>Ross</b>: Hmph.<br><br><b>Chandler</b>: And, ah, you know, your fooling around with her. And you get all these like, mental images in your brain, you know, like Elle MacPherson, or that girl at the Xerox place....<br><br>",-1.0,1.0,-1.0,1.0,1.0
3TD33TP5DLHXQNUICX07HSK148IABL,Ross,"<b>s03_e02_c01(0) for Ross</b><br><br><b>Joey</b>: All right they got water, orange juice, and what looks like cider. (takes a glass from the fridge.)<br><br><b>Chandler</b>: Taste it.<br><br><b>Joey</b>: (drinks from the glass and puts it back in the fridge) Yep, it's fat. I drank fat!<br><br><b>Chandler</b>: Yeah, I know, I did that two minutes ago.<br><br><b>Ross</b>: (entering) Hey!<br><br><b>Chandler</b>: Hey, mister tux!<br><br><b>Ross</b>: Why aren't you guys dressed?<br><br><b>Joey</b>: We have a half hour.<br><br><b>Ross</b>: No, four minutes ago you had a half hour, we have to be out the door at twenty to eight.<br><br><b>Joey</b>: Relax Ross, we'll be ready. It only takes us two minutes to get dressed.<br><br><b>Ross</b>: Well, you know, I'd feel a whole lot better if you got dressed now.<br><br><b>Chandler, Joey</b>: Okay. (they don't move)<br><br><b>Rachel</b>: (entering from bathroom) Hey-hey! Oh, look at you, all sexy.<br><br><b>Ross</b>: Really.<br><br><b>Rachel</b>: Ooooh! Wow!! Oh, hi.<br><br><b>Ross</b>: Hi.<br><br><b>Rachel</b>: How come you didn't come over earlier?<br><br><b>Ross</b>: 'Cause, I'm a stupid, stupid man.<br><br><b>Joey</b>: Hey, Ross, want some cider?<br><br>",1.0,0.0,0.0,1.0,1.0
3TD33TP5DLHXQNUICX07HSK148IABL,Ross,"<b>s03_e02_c01(0) for Ross</b><br><br><b>Joey</b>: All right they got water, orange juice, and what looks like cider. (takes a glass from the fridge.)<br><br><b>Chandler</b>: Taste it.<br><br><b>Joey</b>: (drinks from the glass and puts it back in the fridge) Yep, it's fat. I drank fat!<br><br><b>Chandler</b>: Yeah, I know, I did that two minutes ago.<br><br><b>Ross</b>: (entering) Hey!<br><br><b>Chandler</b>: Hey, mister tux!<br><br><b>Ross</b>: Why aren't you guys dressed?<br><br><b>Joey</b>: We have a half hour.<br><br><b>Ross</b>: No, four minutes ago you had a half hour, we have to be out the door at twenty to eight.<br><br><b>Joey</b>: Relax Ross, we'll be ready. It only takes us two minutes to get dressed.<br><br><b>Ross</b>: Well, you know, I'd feel a whole lot better if you got dressed now.<br><br><b>Chandler, Joey</b>: Okay. (they don't move)<br><br><b>Rachel</b>: (entering from bathroom) Hey-hey! Oh, look at you, all sexy.<br><br><b>Ross</b>: Really.<br><br><b>Rachel</b>: Ooooh! Wow!! Oh, hi.<br><br><b>Ross</b>: Hi.<br><br><b>Rachel</b>: How come you didn't come over earlier?<br><br><b>Ross</b>: 'Cause, I'm a stupid, stupid man.<br><br><b>Joey</b>: Hey, Ross, want some cider?<br><br>",1.0,1.0,0.0,0.0,-1.0
3TD33TP5DLHXQNUICX07HSK148IABL,Ross,"<b>s03_e02_c01(0) for Ross</b><br><br><b>Joey</b>: All right they got water, orange juice, and what looks like cider. (takes a glass from the fridge.)<br><br><b>Chandler</b>: Taste it.<br><br><b>Joey</b>: (drinks from the glass and puts it back in the fridge) Yep, it's fat. I drank fat!<br><br><b>Chandler</b>: Yeah, I know, I did that two minutes ago.<br><br><b>Ross</b>: (entering) Hey!<br><br><b>Chandler</b>: Hey, mister tux!<br><br><b>Ross</b>: Why aren't you guys dressed?<br><br><b>Joey</b>: We have a half hour.<br><br><b>Ross</b>: No, four minutes ago you had a half hour, we have to be out the door at twenty to eight.<br><br><b>Joey</b>: Relax Ross, we'll be ready. It only takes us two minutes to get dressed.<br><br><b>Ross</b>: Well, you know, I'd feel a whole lot better if you got dressed now.<br><br><b>Chandler, Joey</b>: Okay. (they don't move)<br><br><b>Rachel</b>: (entering from bathroom) Hey-hey! Oh, look at you, all sexy.<br><br><b>Ross</b>: Really.<br><br><b>Rachel</b>: Ooooh! Wow!! Oh, hi.<br><br><b>Ross</b>: Hi.<br><br><b>Rachel</b>: How come you didn't come over earlier?<br><br><b>Ross</b>: 'Cause, I'm a stupid, stupid man.<br><br><b>Joey</b>: Hey, Ross, want some cider?<br><br>",1.0,0.0,1.0,0.0,0.0
3BDORL6HKKS8Z985S8ION2FTMX6CR2,Monica,"<b>s03_e02_c02(0) for Monica</b><br><br><b>Joey</b>: What's the big deal, sit somewhere else.<br><br><b>Chandler</b>: The big deal is I was sitting there last, so, that's my seat.<br><br><b>Joey</b>: Well, actually the last place you were sitting was in there (points to the bathroom). Soo...<br><br><b>Ross</b>: You guys, you know what, you know what, it doesn't matter, because you both have to go get dressed before the big vain in my head pops. So..<br><br><b>Chandler</b>: All right, Ross, I just have to do one thing, really quickly, it's not a big deal. (yells at Joey) GET UP!!<br><br><b>Monica</b>: (entering) Hi.<br><br><b>All</b>: Hey.<br><br><b>Monica</b>: Ooh, Phoebe, you look great!<br><br><b>Phoebe</b>: All right all ready.<br><br><b>Monica</b>: (to Ross) Ooh, are you gonna do magic?<br><br><b>Ross</b>: That's, that's funny. Change!<br><br><b>Monica</b>: Hang on a second I just got in.<br><br><b>Ross</b>: Look, I don't care it starts at eight, we can't be late.<br><br><b>Phoebe</b>: We could not, would not want to wait.<br><br><b>Ross</b>: Look, our table is down in front, okay, my boss is gonna be there, everyone will see if we arrive after it starts.<br><br><b>Monica</b>: Has somebody been drinking my fat? (Joey and Chandler look at each other)<br><br><b>Rachel</b>: (entering from her bedroom) You guys, (holds up an outfit) does this look like something the girlfriend of a paleontologist would wear?<br><br><b>Phoebe</b>: I don't know, you might be the first one.<br><br><b>Monica</b>: Rach, did you check the machine?<br><br>",1.0,1.0,1.0,1.0,1.0
3BDORL6HKKS8Z985S8ION2FTMX6CR2,Monica,"<b>s03_e02_c02(0) for Monica</b><br><br><b>Joey</b>: What's the big deal, sit somewhere else.<br><br><b>Chandler</b>: The big deal is I was sitting there last, so, that's my seat.<br><br><b>Joey</b>: Well, actually the last place you were sitting was in there (points to the bathroom). Soo...<br><br><b>Ross</b>: You guys, you know what, you know what, it doesn't matter, because you both have to go get dressed before the big vain in my head pops. So..<br><br><b>Chandler</b>: All right, Ross, I just have to do one thing, really quickly, it's not a big deal. (yells at Joey) GET UP!!<br><br><b>Monica</b>: (entering) Hi.<br><br><b>All</b>: Hey.<br><br><b>Monica</b>: Ooh, Phoebe, you look great!<br><br><b>Phoebe</b>: All right all ready.<br><br><b>Monica</b>: (to Ross) Ooh, are you gonna do magic?<br><br><b>Ross</b>: That's, that's funny. Change!<br><br><b>Monica</b>: Hang on a second I just got in.<br><br><b>Ross</b>: Look, I don't care it starts at eight, we can't be late.<br><br><b>Phoebe</b>: We could not, would not want to wait.<br><br><b>Ross</b>: Look, our table is down in front, okay, my boss is gonna be there, everyone will see if we arrive after it starts.<br><br><b>Monica</b>: Has somebody been drinking my fat? (Joey and Chandler look at each other)<br><br><b>Rachel</b>: (entering from her bedroom) You guys, (holds up an outfit) does this look like something the girlfriend of a paleontologist would wear?<br><br><b>Phoebe</b>: I don't know, you might be the first one.<br><br><b>Monica</b>: Rach, did you check the machine?<br><br>",1.0,0.0,0.0,0.0,0.0
3BDORL6HKKS8Z985S8ION2FTMX6CR2,Monica,"<b>s03_e02_c02(0) for Monica</b><br><br><b>Joey</b>: What's the big deal, sit somewhere else.<br><br><b>Chandler</b>: The big deal is I was sitting there last, so, that's my seat.<br><br><b>Joey</b>: Well, actually the last place you were sitting was in there (points to the bathroom). Soo...<br><br><b>Ross</b>: You guys, you know what, you know what, it doesn't matter, because you both have to go get dressed before the big vain in my head pops. So..<br><br><b>Chandler</b>: All right, Ross, I just have to do one thing, really quickly, it's not a big deal. (yells at Joey) GET UP!!<br><br><b>Monica</b>: (entering) Hi.<br><br><b>All</b>: Hey.<br><br><b>Monica</b>: Ooh, Phoebe, you look great!<br><br><b>Phoebe</b>: All right all ready.<br><br><b>Monica</b>: (to Ross) Ooh, are you gonna do magic?<br><br><b>Ross</b>: That's, that's funny. Change!<br><br><b>Monica</b>: Hang on a second I just got in.<br><br><b>Ross</b>: Look, I don't care it starts at eight, we can't be late.<br><br><b>Phoebe</b>: We could not, would not want to wait.<br><br><b>Ross</b>: Look, our table is down in front, okay, my boss is gonna be there, everyone will see if we arrive after it starts.<br><br><b>Monica</b>: Has somebody been drinking my fat? (Joey and Chandler look at each other)<br><br><b>Rachel</b>: (entering from her bedroom) You guys, (holds up an outfit) does this look like something the girlfriend of a paleontologist would wear?<br><br><b>Phoebe</b>: I don't know, you might be the first one.<br><br><b>Monica</b>: Rach, did you check the machine?<br><br>",1.0,0.0,1.0,0.0,0.0
